"doi","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","test_name_correct","ES_correct","ES_name_correct","p_vals_correct","Ns_correct","Cis.correct","fully_correct","added_info","added_undectably_wrong_info","missing","double.reported","format_error","problem_reason","done"
"10.1145/3491102.3501848",34,"moderated mediation analysis conditional effect",1526,"","M2",1,"unstandardized regression coefficient","0.051",0.122,-0.006,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",34,"moderated mediation analysis conditional effect",1526,"","M3",1,"unstandardized regression coefficient","0.006",0.044,-0.024,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",34,"moderated mediation analysis conditional effect",1526,"","M4",1,"unstandardized regression coefficient","0.096",0.256,-0.055,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","direct effect",1,"unstandardized regression coefficient","0.070",0.267,-0.128,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","M1",1,"unstandardized regression coefficient","-0.072",0.057,-0.202,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","M2",1,"unstandardized regression coefficient","0.147",0.26,0.046,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","M3",1,"unstandardized regression coefficient","0.180",0.295,0.081,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",35,"moderated mediation analysis conditional effect",1526,"","M4",1,"unstandardized regression coefficient","0.484",0.669,0.313,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","direct effect",1,"unstandardized regression coefficient","-0.014",0.165,-0.193,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","M1",1,"unstandardized regression coefficient","0.042",0.097,-0.006,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","M2",1,"unstandardized regression coefficient","0.025",0.071,-0.004,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","M3",1,"unstandardized regression coefficient","0.026",0.073,-0.003,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",36,"moderated mediation analysis conditional effect",1526,"","M4",1,"unstandardized regression coefficient","0.103",0.275,-0.065,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","direct effect",1,"unstandardized regression coefficient","0.063",0.255,-0.13,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","M1",1,"unstandardized regression coefficient","0.022",0.143,-0.098,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","M2",1,"unstandardized regression coefficient","0.124",0.229,0.032,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","M3",1,"unstandardized regression coefficient","0.124",0.229,0.033,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501848",37,"moderated mediation analysis conditional effect",1526,"","M4",1,"unstandardized regression coefficient","0.499",0.695,0.323,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",1,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",2,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",3,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",4,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",5,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",6,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",7,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",8,"t-test",60,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",9,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",9,"two-way ANOVA",234,"<.001","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",9,"two-way ANOVA",234,"<0.001","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",9,"two-way ANOVA",234,"<0.001","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",10,"one-way ANOVA",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",11,"one-way ANOVA",120,"0.864","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",12,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",13,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",13,"two-way ANOVA",234,"<0.001","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",13,"two-way ANOVA",234,"<0.001","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",13,"two-way ANOVA",234,"<0.001","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",14,"one-way ANOVA",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",14,"one-way ANOVA",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",14,"one-way ANOVA",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",14,"one-way ANOVA",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",15,"one-way ANOVA",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",16,"post-hoc Tukey's HSD",120,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,"0.004","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,"0.028","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",17,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",18,"Two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",18,"Two-way ANOVA",234,"<0.001","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",18,"Two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",18,"Two-way ANOVA",234,"<0.001","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",19,"one-way ANOVA",120,"0.01","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,"0.007","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,"0.004","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",20,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",21,"one-way ANOVA",120,"0.018","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,"0.018","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",22,"post-hoc Tukey's HSD",120,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",23,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",23,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",23,"two-way ANOVA",234,"<0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",23,"two-way ANOVA",234,">0.05","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",24,"one-way ANOVA",234,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"0.009","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",25,"post-hoc Tukey's HSD",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",26,"",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"0.021","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",27,"one-way aNOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,"0.028","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",28,"post-hoc Tukey's HSD",,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"0.074","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",29,"one-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",30,"post-hoc Tukey's HSD",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,"0.008","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,"0.031","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",31,"one-way ANOVA",234,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",32,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",32,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",32,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",32,"two-way ANOVA",234,">0.05","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,">0.05","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",33,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",34,"two-way ANOVA",234,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",34,"two-way ANOVA",234,"0.063","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",34,"two-way ANOVA",234,">0.05","main effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3501999",34,"two-way ANOVA",234,">0.05","interaction effect",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",1,"Pearson correlation",1318,"<0.01","",1,"r","0.2",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",2,"paired t-test",86,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",3,"Welch Two Sample t-test",86,"p<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",4,"Pearson's correlation",86,">0.05","",1,"r","-0.06",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",5,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",6,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",7,"linear mixed-effects model",86,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",7,"linear mixed-effects model",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",8,"linear mixed-effects model",86,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",8,"linear mixed-effects model",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",9,"Welch Two Sample t-test",86,"<0.001","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",10,"linear mixed-effects model",86,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",10,"linear mixed-effects model",86,"<0.01","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",11,"paired t-test",86,"0.064","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",12,"Welch Two Sample t-test",86,"<0.01","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",13,"Welch Two Sample t-test",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",14,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",15,"linear mixed-effects model",84,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",15,"linear mixed-effects model",84,"<0.05","two-way interaction",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",15,"linear mixed-effects model",84,">0.05","all other factors",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",16,"one-way analysis of variance (ANOVA)",84,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",17,"linear mixed-effects model",86,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",17,"linear mixed-effects model",86,"<0.01","intervention type",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",17,"linear mixed-effects model",86,">0.05","all other factors",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",18,"Tukey's HSD procedure",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",19,"Tukey's HSD procedure",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",20,"Tukey's HSD procedure",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",21,"linear mixed-effects model",86,"","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",21,"linear mixed-effects model",86,"<0.05","intervention",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",22,"Tukey's HSD procedure",86,"<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",23,"Tukey's HSD procedure",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",24,"Tukey's HSD procedure",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",25,"Welch Two Sample t-test",86,"p<0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",26,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",27,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",28,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",29,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",30,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",31,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3502027",32,"Welch Two Sample t-test",86,">0.05","",1,"","",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",1,"Meta analysis",,"","",1,"Cohen's d","0",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",2,"Meta analysis",,"","",1,"Cohen's d","0.146",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",3,"Meta analysis",,"","",1,"Cohen's d","0.01",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",4,"Meta analysis",,"","",1,"Cohen's d","0.02",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",5,"Meta analysis",,"","",1,"Cohen's d","0.19",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",6,"Meta analysis",,"","",1,"Cohen's d","0.62",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",7,"Meta analysis",,"","",1,"Cohen's d","0.62",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",8,"Meta analysis",,"","",1,"Cohen's d","0.62",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",9,"Meta analysis",,"","",1,"Cohen's d","0.62",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",10,"Meta analysis",,"","",1,"Cohen's d","1.38",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",11,"Meta analysis",,"","",1,"Cohen's d","1.38",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",12,"Meta analysis",,"","",1,"Cohen's d","1.46",,,"","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",13,"Meta analysis",,"","",1,"Cohen's d","1.46",2.11,0.78,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",14,"Meta analysis",,"","",1,"Cohen's d","1.38",2.04,0.71,"95%","","","","","","","","","","","","","",""
"10.1145/3491102.3517495",15,"Meta analysis",,"","",1,"Cohen's d","1.34",2,0.68,"95%","","","","","","","","","","","","","",""
"10.1145/3544548.3580942",1,"paired t-test",8,".006","",1,"","",,,"","1",,,"1","0",,,"",,,,,"","done"
"10.1145/3544548.3580942",2,"Shapiro-Wilk test",,".63","",1,"","",,,"","1",,,"1","1",,"1","",,,,,"","done"
"10.1145/3544548.3580942",3,"ANOVA",200,".53","",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3580942",,"",,"","",,"","",,,"",,,,"",,,,"Added 1 test, identifiable (Comparison of DP occurrence rates)",,,,,"","done"
"10.1145/3544548.3581027",1,"Friedman test",12,"<0.05","",1,"","",,,"","1",,,"1","1",,,"1",,,"1",,"","done"
"10.1145/3544548.3581027",2,"Friedman test",12,"<.001","",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",3,"Friedman test",12,"<0.05","",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",4,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",5,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",6,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",7,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
