"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3290605.3300239","between",0.368460077948723,0.359165699921359,0.103742588963422,0.0707459208343176,12,40,72,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300244","within",0.758723603558912,0.766811580507233,0.132940275135959,0.170842225370418,5,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300252","between",0.328904157598234,0.305,0.0961599079923983,0.111195,10,53,53,53,53,"not relevant","all","all","all"
"10.1145/3290605.3300252","within",0.548460028236108,0.474204175425938,0.136532860210918,0.112996075211061,3,53,53,15,53,"not relevant","all","all","all"
"10.1145/3290605.3300255","between",0.98488578017961,0.98488578017961,NA,0,1,30,30,30,30,"not relevant","all","all","all"
"10.1145/3290605.3300256","between",0.250083919835631,0.181451759506893,0.156885350116236,0.0555259786449196,6,352.5,1515,1515,1515,"not relevant","all","all","all"
"10.1145/3290605.3300262","between",0.707106781186548,0.707106781186548,NA,0,1,44,44,44,44,"not relevant","all","all","all"
"10.1145/3290605.3300266","within",0.47116875957559,0.47116875957559,NA,0,1,19,19,19,19,"not relevant","all","all","all"
"10.1145/3290605.3300273","between",0.46512,0.46512,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300276","between",0.223854661369794,0.124704366318977,0.29602088825498,0.162796678894439,7,196,196,196,196,"not relevant","all","all","all"
"10.1145/3290605.3300277","between",0.348375,0.35,0.0498452963821921,0.0637518,8,50,50,50,50,"not relevant","all","all","all"
"10.1145/3290605.3300279","between",0.853580693314932,0.853580693314932,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300280","between",0.244948974278318,0.244948974278318,NA,0,1,100,100,100,100,"not relevant","all","all","all"
"10.1145/3290605.3300280","within",0.249632899569112,0.249632899569112,0.209807728078771,0.219953298374269,2,30,30,30,30,"not relevant","all","all","all"
"10.1145/3290605.3300281","within",0.320403390500966,0.320403390500966,0.0606904828698169,0.0636252630414615,2,25,25,25,25,"not relevant","all","all","all"
"10.1145/3290605.3300288","between",0.588172896527473,0.659545297913646,0.208516317853563,0.259929373698276,14,30,30,5,30,"not relevant","all","all","all"
"10.1145/3290605.3300288","within",0.926282894152753,0.926282894152753,NA,0,1,30,30,30,30,"not relevant","all","all","all"
"10.1145/3290605.3300296","within",0.403973153248091,0.412310562561766,0.0144408165347825,0,3,350,350,350,350,"not relevant","all","all","all"
"10.1145/3290605.3300297","between",0.0718145911310659,0.0718145911310659,0.0297047981743573,0.0311412186568208,2,352.5,6383,6383,6383,"not relevant","all","all","all"
"10.1145/3290605.3300302","between",0.514103410459054,0.426643045835593,0.164111169318901,0.0361054894205782,7,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300318","within",0.264695905260398,0.264575131106459,0.112608840164719,0.121328616081887,13,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300323","between",0.411550891069516,0.411550891069516,0.115116150560092,0.120682766281777,2,42,42,42,42,"not relevant","all","all","all"
"10.1145/3290605.3300328","within",0.469774518595626,0.447213595499958,0.188426537810988,0.214079111954112,13,36,36,36,36,"not relevant","all","all","all"
"10.1145/3290605.3300331","within",0.314934620654725,0.264575131106459,0.168625368608218,0.0957390893784361,10,12,12,9,12,"not relevant","all","all","all"
"10.1145/3290605.3300338","between",0.682363039819972,0.682363039819972,0.0419686046383911,0.0439980600472159,2,39,39,39,39,"not relevant","all","all","all"
"10.1145/3290605.3300341","within",0.718956209870996,0.777966015103484,0.11479927798038,0.0904851705555572,3,11,11,4,11,"not relevant","all","all","all"
"10.1145/3290605.3300350","within",0.89151085676412,0.934879671401619,0.0945386859875593,0.0435012002397865,15,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300351","within",0.801618076526971,0.787400787401181,0.0288880045754171,0.0189833855835683,9,26,26,26,26,"not relevant","all","all","all"
"10.1145/3290605.3300370","between",0.499865776598189,0.499865776598189,NA,0,1,49,49,49,49,"not relevant","all","all","all"
"10.1145/3290605.3300374","between",0.453394521903676,0.429128784747792,0.243242150557929,0.265576336267076,26,48,48,48,48,"not relevant","all","all","all"
"10.1145/3290605.3300377","within",0.251728817057263,0.225831795812724,0.0833600863388863,0.0614402882242955,3,20,20,20,20,"not relevant","all","all","all"
"10.1145/3290605.3300380","within",0.52,0.52,NA,0,1,23,23,23,23,"not relevant","all","all","all"
"10.1145/3290605.3300388","within",0.322937609005357,0.231029763505946,0.21203833431645,0.0267427357100418,5,28,28,27,28,"not relevant","all","all","all"
"10.1145/3290605.3300397","between",0.396107023360209,0.399804448591254,0.0282660230598506,0.027402698681797,4,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300397","within",0.399013479770744,0.399804448591254,0.0324189854096321,0.0360209232303139,4,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300403","within",0.619069567657292,0.622387498826694,0.136640015615794,0.148509324911012,4,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300405","within",0.478659454868399,0.488798552055533,0.156261779632765,0.223356225586121,8,11,11,11,11,"not relevant","all","all","all"
"10.1145/3290605.3300409","between",0.538301021929361,0.538301021929361,NA,0,1,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300413","within",0.576972891446647,0.457165178026498,0.189454276646931,0.0522834676924016,6,23,27,21,23,"not relevant","all","all","all"
"10.1145/3290605.3300416","between",0.726381586889931,0.726381586889931,NA,0,1,254,254,254,254,"not relevant","all","all","all"
"10.1145/3290605.3300419","within",0.680921871000524,0.687579673289119,0.147627484311678,0.154350308551408,4,20,20,20,20,"not relevant","all","all","all"
"10.1145/3290605.3300420","between",0.300963215013697,0.313230146402578,0.0587393849794068,0.0583704542830703,3,17,17,17,17,"not relevant","all","all","all"
"10.1145/3290605.3300420","within",0.811110167578558,0.811110167578558,NA,0,1,17,17,17,17,"not relevant","all","all","all"
"10.1145/3290605.3300429","within",0.147304369944515,0.120109224508554,0.0839596552966018,0.0372517931323126,17,352.5,20505,20505,20505,"not relevant","all","all","all"
"10.1145/3290605.3300433","between",0.639278059360035,0.648074069840786,0.0516990568315157,0.0590042432039351,7,24,24,12,24,"not relevant","all","all","all"
"10.1145/3290605.3300433","within",0.920332105640382,0.958349013147651,0.0591404288158891,0,2,11,12,10,11,"not relevant","all","all","all"
"10.1145/3290605.3300438","between",0.490909090909091,0.5,0.183000248385326,0.192738,11,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300438","within",0.702036943687992,0.747253784293864,0.20142729615588,0.220476468997578,6,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300443","between",0.28325,0.297,0.21894805319984,0.244629,4,352.5,371,371,371,"not relevant","all","all","all"
"10.1145/3290605.3300443","within",0.777461788757855,0.830662386291807,0.139432631678511,0.127285291152073,5,352.5,371,371,371,"not relevant","all","all","all"
"10.1145/3290605.3300454","between",0.971833333333333,0.973,0.0259819284515335,0.0214977,12,30,30,30,30,"not relevant","all","all","all"
"10.1145/3290605.3300457","between",0.13,0.13,NA,0,1,352.5,2081,2081,2081,"not relevant","all","all","all"
"10.1145/3290605.3300457","within",0.186981631835123,0.20976176963403,0.0394563560711266,0,3,352.5,2081,2081,2081,"not relevant","all","all","all"
"10.1145/3290605.3300465","between",0.573333333333333,0.8,0.454569393309023,0.103782,3,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300465","within",0,0,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300469","between",0.425387100532365,0.480624593627917,0.304086701535929,0.322382727766217,3,352.5,2080,1966,2080,"not relevant","all","all","all"
"10.1145/3290605.3300476","between",0.335956728644925,0.264575131106459,0.151868172579366,0.121328616081887,12,8,15,8,8,"not relevant","all","all","all"
"10.1145/3290605.3300477","between",0.5214,0.495,0.06455462802929,0.07413,5,20,20,20,20,"not relevant","all","all","all"
"10.1145/3290605.3300478","between",0.170342702418039,0.18830504724972,0.117352527172381,0.140161542462435,11,352.5,369,369,369,"not relevant","all","all","all"
"10.1145/3290605.3300489","within",0.144,0.0685,0.195428759398406,0.096369,6,352.5,16742,560,1346,"not relevant","all","all","all"
"10.1145/3290605.3300494","within",0.310261543634189,0.223606797749979,0.167433226841593,0.0464708781985139,17,28,28,28,28,"not relevant","all","all","all"
"10.1145/3290605.3300509","between",0.158251365656975,0.154029127636048,0.0703406448736637,0.0977898623949739,6,352.5,1994,1994,1994,"not relevant","all","all","all"
"10.1145/3290605.3300514","within",0.521163140207573,0.521163140207573,NA,0,1,10,10,10,10,"not relevant","all","all","all"
"10.1145/3290605.3300519","within",0.372952652867,0.32,0.131055764423039,0.07413,9,76,87,76,76,"not relevant","all","all","all"
"10.1145/3290605.3300549","between",0.197931539844995,0.196176920308357,0.0344634101839464,0.0449991929912565,6,125,125,125,125,"not relevant","all","all","all"
"10.1145/3290605.3300549","within",0.246033985204036,0.173205080756888,0.152689246304651,0.0471225499727264,11,125,125,125,125,"not relevant","all","all","all"
"10.1145/3290605.3300572","between",0.425,0.425,NA,0,1,57,57,57,57,"not relevant","all","all","all"
"10.1145/3290605.3300576","between",0.154919333848297,0.154919333848297,NA,0,1,200,200,200,200,"not relevant","all","all","all"
"10.1145/3290605.3300578","within",0.435,0.395,0.127148207485071,0.051891,4,15,15,15,15,"not relevant","all","all","all"
"10.1145/3290605.3300584","between",0.413407246982256,0.382257881754878,0.0789124447028871,0.0465954504651706,5,28,28,28,28,"not relevant","all","all","all"
"10.1145/3290605.3300584","within",0.23206990585931,0.178885438199983,0.150999128256336,0.171447693495982,21,28,28,28,28,"not relevant","all","all","all"
"10.1145/3290605.3300590","between",0.246054845895838,0.246981780704569,0.106528941482634,0.174516653071693,6,36,36,36,36,"not relevant","all","all","all"
"10.1145/3290605.3300591","between",0.657918934140768,0.66332495807108,0.272561720104511,0.407326223015668,6,74,77,71,74,"not relevant","all","all","all"
"10.1145/3290605.3300592","between",0.546666666666667,0.67,0.351615320106126,0.22239,3,90,90,90,90,"not relevant","all","all","all"
"10.1145/3290605.3300593","within",0.49,0.49,0.0424264068711929,0.044478,2,9,9,9,9,"not relevant","all","all","all"
"10.1145/3290605.3300598","within",0.862908589304017,0.92736184954957,0.173579621148428,0.077738718917943,10,21,21,16,21,"not relevant","all","all","all"
"10.1145/3290605.3300599","within",0.357519538934531,0.387065173421805,0.126439776811557,0.117874481625698,3,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300644","within",0.456,0.47,0.0729774916375884,0.0593040000000001,15,26,26,26,26,"not relevant","all","all","all"
"10.1145/3290605.3300657","between",0.424264068711929,0.424264068711929,NA,0,1,11,11,11,11,"not relevant","all","all","all"
"10.1145/3290605.3300660","between",0.518191682817281,0.516334080516463,0.0461445490822542,0.0512318560172181,5,70,70,70,70,"not relevant","all","all","all"
"10.1145/3290605.3300660","within",0.518201434042798,0.461448501144388,0.132819262304244,0.0860402494213455,5,70,70,70,70,"not relevant","all","all","all"
"10.1145/3290605.3300673","between",0.536340715375178,0.479583152331272,0.262478716348551,0.266249981646344,7,60,60,60,60,"not relevant","all","all","all"
"10.1145/3290605.3300673","within",0.41357516578782,0.360555127546399,0.0918334000533866,0,3,60,60,60,60,"not relevant","all","all","all"
"10.1145/3290605.3300676","within",0.220257285444749,0.223606797749979,0.055925748820688,0.0333206746325171,8,24,24,24,24,"not relevant","all","all","all"
"10.1145/3290605.3300684","within",0.414126424632878,0.266458251889485,0.306184514029015,0.0840582045919376,3,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300692","between",0.12,0.12,0.0339411254969543,0.0355824,2,352.5,792,792,792,"not relevant","all","all","all"
"10.1145/3290605.3300693","between",0.777278626092321,0.777278626092321,0.0409374503366511,0.0429170427182672,2,138,138,138,138,"not relevant","all","all","all"
"10.1145/3290605.3300693","within",0.727652953316441,0.748331477354788,0.114679877974851,0.0858340854365344,5,138,138,138,138,"not relevant","all","all","all"
"10.1145/3290605.3300704","between",0.0828125233660513,0.0828125233660513,0.0020499194794749,0.00214904643904672,2,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300707","within",0.324759775424478,0.242899156029822,0.176048921637883,0.116506249602666,16,18,36,18,18,"not relevant","all","all","all"
"10.1145/3290605.3300708","between",0.166143782776615,0.15,0.0807980481998342,0.07413,4,93,93,93,93,"not relevant","all","all","all"
"10.1145/3290605.3300708","within",0.188653719260376,0.244948974278318,0.0975062419161222,0,3,93,93,93,93,"not relevant","all","all","all"
"10.1145/3290605.3300715","within",0.716778050068982,0.739594483484024,0.227566547792366,0.305030970390332,5,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300737","within",0.218506766666144,0.2,0.0488076774868545,0.0271923351009028,3,60,60,60,60,"not relevant","all","all","all"
"10.1145/3290605.3300742","between",0.281681241677566,0.272874463997402,0.119841470992085,0.161147773615783,9,144,144,144,144,"not relevant","all","all","all"
"10.1145/3290605.3300748","between",0.367152575308381,0.394608518225217,0.069945687747966,0.03646637329608,3,352.5,701,701,701,"not relevant","all","all","all"
"10.1145/3290605.3300748","within",0.947852012791662,1.15416848536106,0.631976753071827,0.342428360529219,4,352.5,701,701,701,"not relevant","all","all","all"
"10.1145/3290605.3300752","between",0.374285714285714,0.44,0.141286605033544,0.133434,7,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300753","between",0.234509516631244,0.245797083501812,0.136423998679577,0.201110206454831,34,244,244,244,244,"not relevant","all","all","all"
"10.1145/3290605.3300755","within",0.0759320070092527,0.0570922233584818,0.0500056446592722,0.0281832723831989,3,352.5,2041,2041,2041,"not relevant","all","all","all"
"10.1145/3290605.3300758","within",0.786283275368481,0.786283275368481,0.203623029489152,0.21346952932203,2,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300762","between",0.46,0.46,0.0282842712474619,0.029652,2,23,23,23,23,"not relevant","all","all","all"
"10.1145/3290605.3300762","within",0.419565217391304,0.41,0.011539722503608,0,4,11.5,12,11,11.5,"not relevant","all","all","all"
"10.1145/3290605.3300763","between",0.590084739677277,0.590084739677277,NA,0,1,21,21,21,21,"not relevant","all","all","all"
"10.1145/3290605.3300771","within",0.475621445208019,0.475621445208019,0.08859532095118,0.092879481810235,2,67,67,67,67,"not relevant","all","all","all"
"10.1145/3290605.3300772","between",0.318333333333333,0.335,0.139630464679692,0.103782,6,171,171,171,171,"not relevant","all","all","all"
"10.1145/3290605.3300779","between",0.640834478240911,0.672268439080801,0.225544732697912,0.244612674315374,12,87,87,64,87,"not relevant","all","all","all"
"10.1145/3290605.3300782","between",0.597526829949924,0.618337472357789,0.127672579037509,0.0829696672805536,41,153,153,153,153,"not relevant","all","all","all"
"10.1145/3290605.3300784","within",0.799577583546039,0.838415109172027,0.168287651805044,0.165747885445851,16,30,30,30,30,"not relevant","all","all","all"
"10.1145/3290605.3300785","within",0.381223222497081,0.33166247903554,0.167125448911486,0.113732474875459,15,16,16,16,16,"not relevant","all","all","all"
"10.1145/3290605.3300786","within",0.991463564635635,0.991463564635635,NA,0,1,318,318,318,318,"not relevant","all","all","all"
"10.1145/3290605.3300787","within",0.567961266284947,0.567961266284947,NA,0,1,24,24,24,24,"not relevant","all","all","all"
"10.1145/3290605.3300790","within",0.894427190999916,0.894427190999916,NA,0,1,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300815","within",0.306666666666667,0.32,0.02,0,9,8,8,8,8,"not relevant","all","all","all"
"10.1145/3290605.3300816","between",0.871779788708135,0.871779788708135,NA,0,1,100,100,100,100,"not relevant","all","all","all"
"10.1145/3290605.3300820","between",0.87,0.87,NA,0,1,100,100,100,100,"not relevant","all","all","all"
"10.1145/3290605.3300821","within",0.634354838709677,0.74,0.34116472127614,0.192738,8,16,16,14,16,"not relevant","all","all","all"
"10.1145/3290605.3300828","between",0.24507915122268,0.24507915122268,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300835","between",0.478461538461538,0.42,0.183361996121393,0.103782,9,19,38,19,19,"not relevant","all","all","all"
"10.1145/3290605.3300835","within",0.161146955300994,0.182244124293083,0.127161407335444,0.166791808117313,9,38,38,38,38,"not relevant","all","all","all"
"10.1145/3290605.3300836","within",0.40337190887673,0.397989366838955,0.0283492955427062,0.0240237420272564,7,352.5,454,120,454,"not relevant","all","all","all"
"10.1145/3290605.3300838","within",0.645115075186146,0.634565128004976,0.238152826375219,0.315678083443862,16,18,18,18,18,"not relevant","all","all","all"
"10.1145/3290605.3300848","within",0.976500771102664,0.982471365390607,0.0193288510868324,0.0144844562514344,10,15,15,15,15,"not relevant","all","all","all"
"10.1145/3290605.3300867","between",0.271085557732301,0.271085557732301,NA,0,1,352.5,2675,2675,2675,"not relevant","all","all","all"
"10.1145/3290605.3300869","between",0.425876636810912,0.692820323027551,0.385435830527277,0.15983085239897,3,214,214,10,214,"not relevant","all","all","all"
"10.1145/3290605.3300873","between",0.767866132377985,0.767866132377985,0.0276261740700842,0.0289620795373911,2,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300874","between",0.77,0.77,NA,0,1,70,70,70,70,"not relevant","all","all","all"
"10.1145/3290605.3300897","between",0.611044371683499,0.579391303196002,0.170692187816061,0.183784677242806,7,52,52,52,52,"not relevant","all","all","all"
"10.1145/3290605.3300897","within",0.420745210362441,0.41,0.0732964179137985,0.059304,5,52,52,52,52,"not relevant","all","all","all"
"10.1145/3290605.3300923","between",0.322490309931942,0.322490309931942,NA,0,1,92,92,92,92,"not relevant","all","all","all"
"10.1145/3290605.3300925","between",0.7,0.63,0.116809436452902,0.051891,10,12,12,12,12,"not relevant","all","all","all"
"10.1145/3290605.3300927","within",0.39378226399214,0.39378226399214,0.351953203040475,0.368972432955742,2,40,40,40,40,"not relevant","all","all","all"
"10.1145/3290605.3300932","between",0.183420059917872,0.182244124293083,0.129903744901929,0.101416135020714,11,34,67,15,34,"not relevant","all","all","all"
"10.1145/3290605.3300932","within",0.111285173313337,0.0948683298050514,0.0890135680721239,0.0937678571793128,3,64,64,64,64,"not relevant","all","all","all"
"10.1145/3313831.3376139","between",0.555877684387492,0.555877684387492,NA,0,1,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376157","within",0.381567148211474,0.381567148211474,0,0,2,101,101,101,101,"not relevant","all","all","all"
"10.1145/3313831.3376178","within",0.239875174490551,0.239875174490551,NA,0,1,300,300,300,300,"not relevant","all","all","all"
"10.1145/3313831.3376182","between",0.7,0.7,NA,0,1,88,88,88,88,"not relevant","all","all","all"
"10.1145/3313831.3376184","between",0.321698920010509,0.321698920010509,0.0549509756796393,0.0576082132927105,2,42,42,42,42,"not relevant","all","all","all"
"10.1145/3313831.3376186","between",0.207018486166367,0.207018486166367,0.047819376520105,0.0501317548600936,2,352.5,1011,1011,1011,"not relevant","all","all","all"
"10.1145/3313831.3376195","within",0.623063556346155,0.62449979983984,0.181037165105368,0.153465688942183,13,25,25,25,25,"not relevant","all","all","all"
"10.1145/3313831.3376197","between",0.435409465738006,0.5,0.283673970940166,0.435477268135308,9,64,64,64,64,"not relevant","all","all","all"
"10.1145/3313831.3376197","within",0.449110484895891,0.412310562561766,0.0863114044310836,0.0370831291453622,3,64,64,64,64,"not relevant","all","all","all"
"10.1145/3313831.3376213","between",0.235018259429547,0.271748716832641,0.167176646019045,0.0686822886786183,10,352.5,1512,1512,1512,"not relevant","all","all","all"
"10.1145/3313831.3376213","within",0.276619181707142,0.261272449574988,0.143692345233115,0.0437412634919911,15,352.5,1512,1164,1236,"not relevant","all","all","all"
"10.1145/3313831.3376217","within",0.414360508904216,0.458257569495584,0.190068725225661,0.146064071899026,29,18,18,9,18,"not relevant","all","all","all"
"10.1145/3313831.3376221","between",0.462876576822886,0.4,0.156262561292543,0.0909066675455494,14,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376221","within",0.56820497784217,0.519615242270663,0.162294630541464,0.124131200821145,17,28,28,28,28,"not relevant","all","all","all"
"10.1145/3313831.3376223","between",0.592284483922954,0.64,0.10974911332033,0.128789907656403,4,187.75,2871,23,196,"not relevant","all","all","all"
"10.1145/3313831.3376224","between",0.358778628361657,0.367360433111896,0.173012933034249,0.12639424509408,6,11,11,11,11,"not relevant","all","all","all"
"10.1145/3313831.3376256","within",0.403647918432933,0.397989366838955,0.111425065860251,0.131663595958769,11,23,23,23,23,"not relevant","all","all","all"
"10.1145/3313831.3376272","within",0.362795706050404,0.385278717964115,0.145791394827223,0.16631867326392,6,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376281","within",0.525684848152832,0.640312423743285,0.306529053203354,0.282212854474439,13,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376290","between",0.568,0.49,0.263856021344975,0.177912,5,234,234,234,234,"not relevant","all","all","all"
"10.1145/3313831.3376298","between",0.19,0.19,NA,0,1,94,94,94,94,"not relevant","all","all","all"
"10.1145/3313831.3376306","between",0.728010988928052,0.728010988928052,NA,0,1,10,10,10,10,"not relevant","all","all","all"
"10.1145/3313831.3376306","within",0.934297173580529,0.932352409238143,0.0527736226971272,0.060541871608966,4,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376321","between",0.212584691632604,0.248997991959775,0.142976829232511,0.137962802696032,7,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376325","within",0.290819965453257,0.244948974278318,0.215018101561528,0.106367496534872,16,272.25,375,183,283.5,"not relevant","all","all","all"
"10.1145/3313831.3376331","between",0.493,0.351,0.261694478352143,0.0266867999999999,3,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376332","between",0.541827029869198,0.548634668973808,0.125040811556405,0.170039822615616,3,65,65,65,65,"not relevant","all","all","all"
"10.1145/3313831.3376336","within",0.889433470387446,0.903327183250897,0.0346354061773231,0.0558859986991572,4,157.5,288,27,157.5,"not relevant","all","all","all"
"10.1145/3313831.3376340","between",0.175870275841435,0.1,0.198628678279069,0.0544921428206872,9,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376340","within",0.179316150932276,0.122474487139159,0.204005469645035,0.0836348760427777,16,28,28,24,28,"not relevant","all","all","all"
"10.1145/3313831.3376346","between",0.173205080756888,0.173205080756888,NA,0,1,352.5,360,360,360,"not relevant","all","all","all"
"10.1145/3313831.3376360","between",0.542,0.55,0.173584067734999,0.252042,15,71,71,71,71,"not relevant","all","all","all"
"10.1145/3313831.3376360","within",0.727297356555987,0.727297356555987,0.187474425523239,0.196540035165796,2,15,15,15,15,"not relevant","all","all","all"
"10.1145/3313831.3376365","within",0.309279930981143,0.336748733436724,0.146631085302697,0.122753803228114,24,190,190,98,190,"not relevant","all","all","all"
"10.1145/3313831.3376372","between",0.277039823567444,0.167332005306815,0.235317453155687,0.18178254339906,50,44,44,42,44,"not relevant","all","all","all"
"10.1145/3313831.3376385","between",0.39,0.3672,0.174153787837594,0.19214496,12,162,162,162,162,"not relevant","all","all","all"
"10.1145/3313831.3376393","within",0.999499874937461,0.999499874937461,NA,0,1,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376394","within",0.40554231095824,0.316227766016838,0.269587806629897,0.259167983139128,16,18,18,13,18,"not relevant","all","all","all"
"10.1145/3313831.3376417","within",0.575,0.555,0.104969131264951,0.155673,28,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376419","between",0.14142135623731,0.14142135623731,NA,0,1,125,125,125,125,"not relevant","all","all","all"
"10.1145/3313831.3376423","within",0.599818330988189,0.581508140276645,0.083410389525074,0.0706826122428374,4,30,30,30,30,"not relevant","all","all","all"
"10.1145/3313831.3376433","between",0.40090350514014,0.412132034355965,0.102963958001121,0.0882354747730264,8,70,70,70,70,"not relevant","all","all","all"
"10.1145/3313831.3376433","within",0.324495767618974,0.316227766016838,0.0839865774755662,0.10567793663153,3,70,70,70,70,"not relevant","all","all","all"
"10.1145/3313831.3376454","within",0.377630141877284,0.298578342882836,0.213905729054964,0.0912576521992084,4,352.5,892,836,848.5,"not relevant","all","all","all"
"10.1145/3313831.3376472","between",0.525,0.525,0.0919238815542511,0.096369,2,33,33,33,33,"not relevant","all","all","all"
"10.1145/3313831.3376472","within",0.595,0.595,0.0636396103067893,0.066717,2,33,33,33,33,"not relevant","all","all","all"
"10.1145/3313831.3376481","within",0.129228479833201,0.129228479833201,NA,0,1,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376483","between",0.306290319943158,0.0948683298050514,0.306676724299879,0.140651785768969,7,98,98,98,98,"not relevant","all","all","all"
"10.1145/3313831.3376484","within",0.528967820137199,0.530324777146153,0.149102831331802,0.174771487945937,6,34,34,34,34,"not relevant","all","all","all"
"10.1145/3313831.3376504","between",0.316666666666667,0.3,0.216652014156562,0.192738,15,70,70,70,70,"not relevant","all","all","all"
"10.1145/3313831.3376506","between",0.523081878549746,0.523081878549746,NA,0,1,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376506","within",0.505,0.505,0.0353553390593274,0.037065,2,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376518","within",0.31330950742425,0.253844574823191,0.0993431459916105,0.0319621427616372,5,200,200,200,200,"not relevant","all","all","all"
"10.1145/3313831.3376520","within",0.974919087211491,0.99498743710662,0.0622781801888305,0.00743162574572524,17,21,21,21,21,"not relevant","all","all","all"
"10.1145/3313831.3376524","within",0.494065203653737,0.461448501144388,0.304930229978342,0.377609393701203,3,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376556","between",0.425230291906077,0.458257569495584,0.234727754494478,0.337006678521305,11,28,28,28,28,"not relevant","all","all","all"
"10.1145/3313831.3376562","between",0.222560027422303,0.24142135623731,0.0914354473524381,0.0988783401908469,6,92,92,92,92,"not relevant","all","all","all"
"10.1145/3313831.3376562","within",0.24507915122268,0.24507915122268,NA,0,1,92,92,92,92,"not relevant","all","all","all"
"10.1145/3313831.3376565","between",0.774596669241483,0.774596669241483,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376566","between",0.271666666666667,0.255,0.0570220584643798,0.037065,12,15,15,15,15,"not relevant","all","all","all"
"10.1145/3313831.3376574","between",0.526998804699643,0.584807660688538,0.260156284424941,0.208232524933628,9,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376575","within",0.38292865141322,0.261006887543746,0.275458554885656,0.162630037279473,20,352.5,3155,114,789.5,"not relevant","all","all","all"
"10.1145/3313831.3376588","between",0.838546606443182,0.829742751874632,0.025409519918547,0.0145006100564368,4,27.5,35,20,27.5,"not relevant","all","all","all"
"10.1145/3313831.3376592","within",0.481726633738065,0.424100228457917,0.168967977135288,0.171961355763425,14,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376593","between",0.249280038963924,0.274347468674095,0.12430261049407,0.100301642943787,4,185.25,702,18,360,"not relevant","all","all","all"
"10.1145/3313831.3376593","within",0.255045997673832,0.255045997673832,0,0,2,27,27,27,27,"not relevant","all","all","all"
"10.1145/3313831.3376596","within",0.401986822331696,0.409,0.146921804365007,0.151049646783674,19,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376599","within",0.925834216770305,0.925834216770305,NA,0,1,10,10,10,10,"not relevant","all","all","all"
"10.1145/3313831.3376614","within",0.816061097901417,0.921954445729289,0.180431027306606,0.00801701690394867,5,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376615","within",0.565408873494848,0.565408873494848,0.0250122279410244,0.0262217320863025,2,305,305,305,305,"not relevant","all","all","all"
"10.1145/3313831.3376616","between",0.236579281518813,0.236579281518813,0,0,2,22,22,22,22,"not relevant","all","all","all"
