"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3544548.3580826","within",0.1148853311528,0.0948683298050514,0.0346704633494752,0,3,352.5,506,506,506,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580826","within",0.1148853311528,0.0948683298050514,0.0346704633494752,0,3,352.5,506,506,506,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580827","between",0.61,0.61,0.0282842712474619,0.029652,2,12,12,12,12,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580827","between",0.61,0.61,0.0282842712474619,0.029652,2,12,12,12,12,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580827","between",0.61,0.61,0.0282842712474619,0.029652,2,12,12,12,12,"topic_3","interaction design","human centered computing","interaction design"
"10.1145/3544548.3580830","within",0.562478491832747,0.660302960768767,0.172880316779609,0.0483457590064873,7,30,30,30,30,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580830","within",0.562478491832747,0.660302960768767,0.172880316779609,0.0483457590064873,7,30,30,30,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580840","within",0.304654555702239,0.252262882576946,0.300834664344887,0.249078056127026,21,10,10,10,10,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580840","within",0.304654555702239,0.252262882576946,0.300834664344887,0.249078056127026,21,10,10,10,10,"topic_6","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3544548.3580849","between",0.531903194095162,0.58309518948453,0.24638848075618,0.264617592745619,25,12,12,12,12,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580849","between",0.531903194095162,0.58309518948453,0.24638848075618,0.264617592745619,25,12,12,12,12,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580860","within",0.260450849718747,0.201803398874989,0.157988624837477,0.0471517191720594,8,352.5,971,971,971,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580860","within",0.260450849718747,0.201803398874989,0.157988624837477,0.0471517191720594,8,352.5,971,971,971,"topic_3","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3580860","within",0.260450849718747,0.201803398874989,0.157988624837477,0.0471517191720594,8,352.5,971,971,971,"topic_4","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3580862","between",0.359165699921359,0.359165699921359,NA,0,1,20,20,20,20,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580862","between",0.359165699921359,0.359165699921359,NA,0,1,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580863","between",0.150666666666667,0.145,0.00981495457622365,0,3,214,214,214,214,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580863","between",0.150666666666667,0.145,0.00981495457622365,0,3,214,214,214,214,"topic_3","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3580863","between",0.150666666666667,0.145,0.00981495457622365,0,3,214,214,214,214,"topic_4","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3544548.3580870","between",0.343531690636985,0.343531690636985,0.17598850830719,0.184498699035531,2,24,24,24,24,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580870","between",0.343531690636985,0.343531690636985,0.17598850830719,0.184498699035531,2,24,24,24,24,"topic_3","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3580870","between",0.343531690636985,0.343531690636985,0.17598850830719,0.184498699035531,2,24,24,24,24,"topic_4","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580870","within",0.61904547506822,0.587477116613995,0.27455667723215,0.322687422354582,14,24,24,24,24,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580870","within",0.61904547506822,0.587477116613995,0.27455667723215,0.322687422354582,14,24,24,24,24,"topic_3","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3580870","within",0.61904547506822,0.587477116613995,0.27455667723215,0.322687422354582,14,24,24,24,24,"topic_4","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580877","between",0.319895788082818,0.289791576165636,0.326938699181509,0.355514990823172,4,12,12,12,12,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580877","within",0.440380195367492,0.469041575982343,0.122807183870132,0.156287817424307,5,9,9,9,9,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580891","within",0.589285793124192,0.527,0.120643601407001,0.115569062933053,9,24,24,15,24,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580891","within",0.589285793124192,0.527,0.120643601407001,0.115569062933053,9,24,24,15,24,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580906","within",0.261086398556991,0.0935302791897502,0.341334374291716,0.133229274174949,8,85,85,85,85,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3544548.3580906","within",0.261086398556991,0.0935302791897502,0.341334374291716,0.133229274174949,8,85,85,85,85,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580913","between",0.352486529594806,0.367082869338697,0.176748140648705,0.092116954136153,12,49,49,49,49,"topic_1","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580913","between",0.352486529594806,0.367082869338697,0.176748140648705,0.092116954136153,12,49,49,49,49,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3544548.3580917","within",0.480725322951227,0.4,0.238844147125625,0.250870714613815,24,29,32,17,29,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3580917","within",0.480725322951227,0.4,0.238844147125625,0.250870714613815,24,29,32,17,29,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580918","between",0.496799030987007,0.513809303146605,0.254200318278767,0.338414864057988,3,40,40,40,40,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580918","between",0.496799030987007,0.513809303146605,0.254200318278767,0.338414864057988,3,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580919","within",0.361595190167801,0.284426994942187,0.26088521244974,0.208056046181034,14,69,69,69,69,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580919","within",0.361595190167801,0.284426994942187,0.26088521244974,0.208056046181034,14,69,69,69,69,"topic_3","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3544548.3580927","within",0.58510556625483,0.547722557505166,0.128363602732325,0.101023482110815,3,14,14,14,14,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580927","within",0.58510556625483,0.547722557505166,0.128363602732325,0.101023482110815,3,14,14,14,14,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580928","between",0.48025,0.56,0.320400140449407,0.2357334,4,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580928","within",0.764727443967919,0.854826345835031,0.243783354088731,0.174648698727726,6,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580929","between",0.594705658479919,0.543861447634927,0.139650390959735,0.132806675490751,23,11,11,11,11,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580944","between",0.38760217937112,0.374165738677394,0.0337535466970672,0,2,67.5,97,38,67.5,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580944","between",0.38760217937112,0.374165738677394,0.0337535466970672,0,2,67.5,97,38,67.5,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580944","between",0.38760217937112,0.374165738677394,0.0337535466970672,0,2,67.5,97,38,67.5,"topic_4","applied computing","applied computing","applied computing"
"10.1145/3544548.3580944","within",0.217767478454491,0.156283079100387,0.161936109199875,0.0548831624890727,11,97,97,38,97,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580944","within",0.217767478454491,0.156283079100387,0.161936109199875,0.0548831624890727,11,97,97,38,97,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580944","within",0.217767478454491,0.156283079100387,0.161936109199875,0.0548831624890727,11,97,97,38,97,"topic_4","applied computing","applied computing","applied computing"
"10.1145/3544548.3580953","between",0.361099886808851,0.412310562561766,0.178909445483724,0.191949034539204,5,209,209,209,209,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580953","between",0.361099886808851,0.412310562561766,0.178909445483724,0.191949034539204,5,209,209,209,209,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580953","between",0.361099886808851,0.412310562561766,0.178909445483724,0.191949034539204,5,209,209,209,209,"topic_4","applied computing","applied computing","applied computing"
"10.1145/3544548.3580966","within",0.324643777957734,0.3,0.153734766434444,0.096369,16,19,19,19,19,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3580966","within",0.324643777957734,0.3,0.153734766434444,0.096369,16,19,19,19,19,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580968","between",0.262947781251162,0.251176786036503,0.16042231317599,0.200645418415008,15,352.5,882,882,882,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580968","between",0.262947781251162,0.251176786036503,0.16042231317599,0.200645418415008,15,352.5,882,882,882,"topic_3","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3544548.3580973","within",0.258539775419571,0.201423138648007,0.144802162937108,0.0329536776079032,6,25,25,25,25,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3580973","within",0.258539775419571,0.201423138648007,0.144802162937108,0.0329536776079032,6,25,25,25,25,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580973","within",0.258539775419571,0.201423138648007,0.144802162937108,0.0329536776079032,6,25,25,25,25,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580982","between",0.233098635889563,0.223606797749979,0.130695380304857,0.121848135586683,5,240,240,240,240,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3580982","between",0.233098635889563,0.223606797749979,0.130695380304857,0.121848135586683,5,240,240,240,240,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3580982","between",0.233098635889563,0.223606797749979,0.130695380304857,0.121848135586683,5,240,240,240,240,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580982","between",0.233098635889563,0.223606797749979,0.130695380304857,0.121848135586683,5,240,240,240,240,"topic_4","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"topic_3","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"topic_4","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"topic_6","applied computing","applied computing","applied computing"
"10.1145/3544548.3580993","between",0.242625254826121,0.23,0.182193583595293,0.188304421420998,13,87,87,87,87,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3580993","between",0.242625254826121,0.23,0.182193583595293,0.188304421420998,13,87,87,87,87,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3580993","between",0.242625254826121,0.23,0.182193583595293,0.188304421420998,13,87,87,87,87,"topic_4","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3580993","between",0.242625254826121,0.23,0.182193583595293,0.188304421420998,13,87,87,87,87,"topic_5","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3581004","between",0.41372949409449,0.372824625548764,0.219556095175601,0.210177979406792,82,66,66,66,66,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581004","between",0.41372949409449,0.372824625548764,0.219556095175601,0.210177979406792,82,66,66,66,66,"topic_3","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3581004","between",0.41372949409449,0.372824625548764,0.219556095175601,0.210177979406792,82,66,66,66,66,"topic_4","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3581004","between",0.41372949409449,0.372824625548764,0.219556095175601,0.210177979406792,82,66,66,66,66,"topic_7","interaction design","human centered computing","interaction design"
"10.1145/3544548.3581021","between",0.455830725625202,0.501685243337457,0.114080265422161,0.1182883933487,14,54,54,54,54,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3581021","between",0.455830725625202,0.501685243337457,0.114080265422161,0.1182883933487,14,54,54,54,54,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3581021","between",0.455830725625202,0.501685243337457,0.114080265422161,0.1182883933487,14,54,54,54,54,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581021","between",0.455830725625202,0.501685243337457,0.114080265422161,0.1182883933487,14,54,54,54,54,"topic_4","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581022","between",0.532138774653194,0.484,0.0888912163877365,0.0370649999999999,11,21,21,21,21,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581022","within",0.38229087213403,0.371483512420134,0.105351252332343,0.0842722560249713,14,16,21,11,16,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581023","within",0.813402449882769,0.891006524188368,0.225221724565684,0.125887918488712,61,60,60,60,60,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581025","between",0.412950042352713,0.381208607624131,0.24763515192598,0.268659881663537,11,40,40,40,40,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581025","between",0.412950042352713,0.381208607624131,0.24763515192598,0.268659881663537,11,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581025","between",0.412950042352713,0.381208607624131,0.24763515192598,0.268659881663537,11,40,40,40,40,"topic_3","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3544548.3581025","between",0.412950042352713,0.381208607624131,0.24763515192598,0.268659881663537,11,40,40,40,40,"topic_6","applied computing","applied computing","applied computing"
"10.1145/3544548.3581028","between",0.228880602574435,0.226725382990828,0.149230794470386,0.194463377990234,8,20,20,20,20,"topic_2","interaction design","human centered computing","interaction design"
"10.1145/3544548.3581028","between",0.228880602574435,0.226725382990828,0.149230794470386,0.194463377990234,8,20,20,20,20,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581028","within",0.565801234568591,0.578791845139511,0.261758681698535,0.310224690426722,16,20,24,16,20,"topic_2","interaction design","human centered computing","interaction design"
"10.1145/3544548.3581028","within",0.565801234568591,0.578791845139511,0.261758681698535,0.310224690426722,16,20,24,16,20,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581029","between",0.6016,0.624,0.209924510241182,0.1467774,5,90,90,90,90,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581029","between",0.6016,0.624,0.209924510241182,0.1467774,5,90,90,90,90,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581036","between",0.414879262236163,0.282320184400751,0.355023959815051,0.27693568340213,14,348,348,348,348,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581036","between",0.414879262236163,0.282320184400751,0.355023959815051,0.27693568340213,14,348,348,348,348,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581036","between",0.414879262236163,0.282320184400751,0.355023959815051,0.27693568340213,14,348,348,348,348,"topic_4","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3544548.3581042","within",0.466456222472139,0.465832587954085,0.0992998074959092,0.103189453455101,11,20,20,20,20,"topic_1","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3544548.3581042","within",0.466456222472139,0.465832587954085,0.0992998074959092,0.103189453455101,11,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581042","within",0.466456222472139,0.465832587954085,0.0992998074959092,0.103189453455101,11,20,20,20,20,"topic_3","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3581042","within",0.466456222472139,0.465832587954085,0.0992998074959092,0.103189453455101,11,20,20,20,20,"topic_4","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3581050","within",0.578719562481418,0.565685424949238,0.247035214597836,0.264476700121028,17,24,24,24,24,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3544548.3581050","within",0.578719562481418,0.565685424949238,0.247035214597836,0.264476700121028,17,24,24,24,24,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581050","within",0.578719562481418,0.565685424949238,0.247035214597836,0.264476700121028,17,24,24,24,24,"topic_3","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3581050","within",0.578719562481418,0.565685424949238,0.247035214597836,0.264476700121028,17,24,24,24,24,"topic_4","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581059","within",0.602857142857143,0.63,0.0628603895265418,0,21,12,12,12,12,"topic_1","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3544548.3581059","within",0.602857142857143,0.63,0.0628603895265418,0,21,12,12,12,12,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581061","between",0.445789766617432,0.463649572738963,0.129188168618958,0.0969861897053358,16,186,186,186,186,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3581061","between",0.445789766617432,0.463649572738963,0.129188168618958,0.0969861897053358,16,186,186,186,186,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3581061","between",0.445789766617432,0.463649572738963,0.129188168618958,0.0969861897053358,16,186,186,186,186,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581063","between",0.481130442566118,0.387298334620742,0.244821593018553,0.105369225012148,14,30,30,30,30,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3581063","between",0.481130442566118,0.387298334620742,0.244821593018553,0.105369225012148,14,30,30,30,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581063","within",0.470079344319123,0.44,0.187557533033361,0.186295823713659,24,30,30,30,30,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3581063","within",0.470079344319123,0.44,0.187557533033361,0.186295823713659,24,30,30,30,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581065","within",0.46690470119715,0.46690470119715,NA,0,1,20,20,20,20,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581065","within",0.46690470119715,0.46690470119715,NA,0,1,20,20,20,20,"topic_6","interaction design","human centered computing","interaction design"
"10.1145/3544548.3581066","between",0.197509364107407,0.119954967127636,0.186910244864383,0.0891710174272375,14,120,120,120,120,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581066","between",0.197509364107407,0.119954967127636,0.186910244864383,0.0891710174272375,14,120,120,120,120,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581069","between",0.529846398528043,0.537587202228624,0.166778401236927,0.185735145970084,29,13,13,11,13,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3544548.3581069","between",0.529846398528043,0.537587202228624,0.166778401236927,0.185735145970084,29,13,13,11,13,"topic_4","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3581069","between",0.529846398528043,0.537587202228624,0.166778401236927,0.185735145970084,29,13,13,11,13,"topic_5","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581069","between",0.529846398528043,0.537587202228624,0.166778401236927,0.185735145970084,29,13,13,11,13,"topic_6","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3581074","between",0.536766666666667,0.504,0.304698388637773,0.3795456,15,44,65,30,44,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581078","between",0.396021226743632,0.327575568604796,0.28190603097446,0.228029917616679,96,352.5,721,721,721,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3581078","between",0.396021226743632,0.327575568604796,0.28190603097446,0.228029917616679,96,352.5,721,721,721,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3581078","between",0.396021226743632,0.327575568604796,0.28190603097446,0.228029917616679,96,352.5,721,721,721,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581087","within",0.247077356277534,0.202575105480774,0.199311847152854,0.215696082304767,6,12,12,12,12,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581100","within",0.295046319006622,0.270210636205135,0.128440172216831,0.150161160797813,6,24,24,24,24,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3581100","within",0.295046319006622,0.270210636205135,0.128440172216831,0.150161160797813,6,24,24,24,24,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581108","between",0.353726051812207,0.353726051812207,NA,0,1,352.5,3740,3740,3740,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581108","between",0.353726051812207,0.353726051812207,NA,0,1,352.5,3740,3740,3740,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581108","within",0.237059020195553,0.237059020195553,NA,0,1,352.5,3740,3740,3740,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581108","within",0.237059020195553,0.237059020195553,NA,0,1,352.5,3740,3740,3740,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581117","between",0.196211650579089,0.223606797749979,0.0474497867808077,0,3,352.5,395,395,395,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3581117","between",0.196211650579089,0.223606797749979,0.0474497867808077,0,3,352.5,395,395,395,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3544548.3581119","within",0.0889262712146295,0.0913304760097621,0.0453448753129787,0.0428140436117469,4,51,51,51,51,"topic_1","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581119","within",0.0889262712146295,0.0913304760097621,0.0453448753129787,0.0428140436117469,4,51,51,51,51,"topic_2","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3544548.3581120","between",0.945110956119787,0.945110956119787,0.0133867546226887,0.0140340914071663,2,40,40,40,40,"topic_1","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3544548.3581120","between",0.945110956119787,0.945110956119787,0.0133867546226887,0.0140340914071663,2,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581121","between",0.323204638939647,0.282842712474619,0.176690168144212,0.135395518648234,7,18,18,12,18,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581123","between",0.147177712219101,0.2,0.1260068178932,0.0653692638612775,4,253.5,341,166,253.5,"topic_1","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3581123","between",0.147177712219101,0.2,0.1260068178932,0.0653692638612775,4,253.5,341,166,253.5,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581135","within",0.432031843617015,0.432031843617015,0.0818350304073168,0.0857922871834821,2,88,88,88,88,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581135","within",0.432031843617015,0.432031843617015,0.0818350304073168,0.0857922871834821,2,88,88,88,88,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581139","within",0.509901951359279,0.509901951359279,NA,0,1,24,24,24,24,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581150","between",0.334863636363636,0.2865,0.173662588962605,0.0837669,22,352.5,400,400,400,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581150","between",0.334863636363636,0.2865,0.173662588962605,0.0837669,22,352.5,400,400,400,"topic_4","interaction design","human centered computing","interaction design"
"10.1145/3544548.3581153","within",0.502634148465902,0.58309518948453,0.147304585790623,0.0963376880161851,5,40,40,40,40,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3544548.3581153","within",0.502634148465902,0.58309518948453,0.147304585790623,0.0963376880161851,5,40,40,40,40,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581153","within",0.502634148465902,0.58309518948453,0.147304585790623,0.0963376880161851,5,40,40,40,40,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581159","within",0.73,0.71,0.0703562363973514,0.0741300000000001,5,23,23,23,23,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3544548.3581159","within",0.73,0.71,0.0703562363973514,0.0741300000000001,5,23,23,23,23,"topic_3","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3544548.3581159","within",0.73,0.71,0.0703562363973514,0.0741300000000001,5,23,23,23,23,"topic_4","user studies","human centered computing","empirical studies in hci"
"10.1145/3544548.3581159","within",0.73,0.71,0.0703562363973514,0.0741300000000001,5,23,23,23,23,"topic_5","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581161","between",0.575581261919464,0.678232998312527,0.144508697520244,0,5,267,267,267,267,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581161","between",0.575581261919464,0.678232998312527,0.144508697520244,0,5,267,267,267,267,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581161","between",0.575581261919464,0.678232998312527,0.144508697520244,0,5,267,267,267,267,"topic_3","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3544548.3581161","between",0.575581261919464,0.678232998312527,0.144508697520244,0,5,267,267,267,267,"topic_4","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3544548.3581162","within",0.44,0.44,NA,0,1,40,40,40,40,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3544548.3581162","within",0.44,0.44,NA,0,1,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581162","within",0.44,0.44,NA,0,1,40,40,40,40,"topic_3","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3544548.3581162","within",0.44,0.44,NA,0,1,40,40,40,40,"topic_6","applied computing","applied computing","applied computing"
"10.1145/3544548.3581166","between",0.816700679563817,0.816700679563817,NA,0,1,15,15,15,15,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3544548.3581166","between",0.816700679563817,0.816700679563817,NA,0,1,15,15,15,15,"topic_5","applied computing","applied computing","applied computing"
