"","doi","topics","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","year","testnames_unified","is_rm","of_interest","effectsize_measure_unified","specifiers","to_manipulate","N_found","test_p_value_found","effectsize_measure_found","effectsize_value_found","CI_upper_found","CI_lower_found","CI_type_found","is_valid","converted_r_es","manual_is_found_es","N_found_manual","N_num"
"3814","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",21,"regression analysis (individual-good male)","1026261","0.00003","Age45 - 54",1,"Odds Ratio",0.76,"0.863","0.670","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.100012570717694,NA,NA,1026261
"3815","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",21,"regression analysis (individual-good male)","1026261","0.0002","Age55 - 64",1,"Odds Ratio",0.795,"0.894","0.707","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0836441121046676,NA,NA,1026261
"3816","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",21,"regression analysis (individual-good male)","1026261","0.342","Age65+",1,"Odds Ratio",1.065,"1.211","0.936","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0229839027639569,NA,NA,1026261
"3817","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",22,"regression analysis (collective-good male)","916470","0.004","Privacy.Broad",1,"Odds Ratio",1.16,"1.283","1.049","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0541484539590602,NA,NA,916470
"3818","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",22,"regression analysis (collective-good male)","916470","0.032","NonTech.Control",1,"Odds Ratio",1.11,"1.222","1.009","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0380827651545477,NA,NA,916470
"3819","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",22,"regression analysis (collective-good male)","916470","0.00004","Technical.Control",1,"Odds Ratio",1.236,"1.366","1.118","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0772640812586763,NA,NA,916470
"3820","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",22,"regression analysis (collective-good male)","916470","0.00001","Data.Transparency",1,"Odds Ratio",0.849,"0.907","0.795","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0597157407230872,NA,NA,916470
"3821","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",23,"regression analysis (collective-good female)","1111417","0.877","Privacy.Broad",1,"Odds Ratio",0.993,"1.087","0.906","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.00256398181615435,NA,NA,1111417
"3822","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",23,"regression analysis (collective-good female)","1111417","0.095","NonTech.Control",1,"Odds Ratio",1.083,"1.188","0.986","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0290994091727518,NA,NA,1111417
"3823","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",23,"regression analysis (collective-good female)","1111417","0.660","Technical.Control",1,"Odds Ratio",0.98,"1.071","0.897","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.00737392546968606,NA,NA,1111417
"3824","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",23,"regression analysis (collective-good female)","1111417","0.157","Data.Transparency",1,"Odds Ratio",0.961,"1.015","0.909","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0145195388611033,NA,NA,1111417
"3825","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",24,"regression analysis (individual-good male)","1026261","0.0002","Privacy.Broad",1,"Odds Ratio",0.796,"0.896","0.707","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0831867788763239,NA,NA,1026261
"3826","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",24,"regression analysis (individual-good male)","1026261","0.784","NonTech.Control",1,"Odds Ratio",1.018,"1.152","0.899","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.00651152694239794,NA,NA,1026261
"3827","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",24,"regression analysis (individual-good male)","1026261","0.000","Technical.Control",1,"Odds Ratio",0.46,"0.526","0.402","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.279925268384114,NA,NA,1026261
"3828","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",24,"regression analysis (individual-good male)","1026261","0.000","Data.Transparency",1,"Odds Ratio",1.275,"1.379","1.178","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0885664768517281,NA,NA,1026261
"3829","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",25,"regression analysis (individual-good female)","866084","0.002","Privacy.Broad",1,"Odds Ratio",1.198,"1.335","1.076","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0658937316624603,NA,NA,866084
"3830","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",25,"regression analysis (individual-good female)","866084","0.00001","NonTech.Control",1,"Odds Ratio",1.333,"1.498","1.185","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.104732492414394,NA,NA,866084
"3831","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",25,"regression analysis (individual-good female)","866084","0.002","Technical.Control",1,"Odds Ratio",0.827,"0.927","0.738","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0692798938183591,NA,NA,866084
"3832","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",25,"regression analysis (individual-good female)","866084","0.113","Data.Transparency",1,"Odds Ratio",1.058,"1.134","0.987","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0205774590048704,NA,NA,866084
"3833","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.00002","DensityRural",1,"Odds Ratio",1.114,"1.170","1.061","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0393947917757307,NA,NA,6858820
"3834","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","< 0.0001","Individual.Good",1,"Odds Ratio",0.738,"0.757","0.719","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.110678434022836,NA,NA,6858820
"3835","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.090","DensityRural:Individual.Good",1,"Odds Ratio",1.067,"1.150","0.990","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0236685311512249,NA,NA,6858820
"3836","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.076","Privacy.Broad",1,"Odds Ratio",1.025,"1.054","0.997","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.00901268911113221,NA,NA,6858820
"3837","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.197","DensityRural:Privacy.Broad",1,"Odds Ratio",1.055,"1.143","0.973","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0195412129195631,NA,NA,6858820
"3838","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","< 0.0001","NonTech.Control",1,"Odds Ratio",1.11,"1.141","1.080","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0380827651545477,NA,NA,6858820
"3839","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.314","DensityRural:NonTech.Control",1,"Odds Ratio",0.959,"1.040","0.884","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0152798765899174,NA,NA,6858820
"3840","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","< 0.0001","Technical.Control",1,"Odds Ratio",0.875,"0.901","0.850","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0487208612401823,NA,NA,6858820
"3841","10.1145/3491102.3501869","social aspects of security and privacy;security and privacy;usability in security and privacy;empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing",26,"regression analysis","6858820","0.959","DensityRural:Technical.Control",1,"Odds Ratio",0.998,"1.086","0.917","95% CI",2022,"regression (unspecified)","not_applicable","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.000730730913779355,NA,NA,6858820
